axis,start_idx,end_idx,start_time,end_time,duration_sec,type,magnitude_kWh
Axis #4,30217,30261,2022-10-18 05:27:18,2022-10-18 05:28:50,92,Alert,4.652597727279678
Axis #4,2600,2637,2022-10-17 13:57:53,2022-10-17 13:59:07,74,Error,8.101419420457155
Axis #4,30687,30720,2022-10-18 05:43:04,2022-10-18 05:44:11,67,Error,6.799988164783394
Axis #4,16878,16913,2022-10-17 21:59:27,2022-10-17 22:00:36,69,Alert,4.227587441424126
Axis #4,23732,23763,2022-10-18 01:49:44,2022-10-18 01:50:47,63,Alert,3.7349928619949053
Axis #4,25202,25244,2022-10-18 02:39:15,2022-10-18 02:40:42,87,Alert,4.180875551869765
Axis #4,10885,10927,2022-10-17 18:37:15,2022-10-17 18:38:39,84,Alert,3.6016783128578203
Axis #4,24845,24889,2022-10-18 02:27:14,2022-10-18 02:28:45,91,Error,7.606745997753317
Axis #4,36770,36797,2022-10-18 09:07:22,2022-10-18 09:08:17,55,Alert,4.435751782639279
Axis #4,30871,30889,2022-10-18 05:49:16,2022-10-18 05:49:50,34,Error,7.799492330745543
Axis #4,15088,15129,2022-10-17 20:59:18,2022-10-17 21:00:40,82,Alert,3.9430461454193155
Axis #4,16944,16983,2022-10-17 22:01:38,2022-10-17 22:02:55,77,Alert,3.337408346672342
Axis #4,25922,25945,2022-10-18 03:03:29,2022-10-18 03:04:17,48,Alert,4.575439494656406
Axis #4,32221,32236,2022-10-18 06:34:28,2022-10-18 06:34:57,29,Alert,3.8107608155486408
Axis #4,3982,4009,2022-10-17 14:44:23,2022-10-17 14:45:18,55,Error,7.504317310474243
Axis #4,35121,35141,2022-10-18 08:11:59,2022-10-18 08:12:40,41,Alert,3.2019917768830277
Axis #4,33519,33563,2022-10-18 07:18:02,2022-10-18 07:19:33,91,Error,6.685406110062892
Axis #4,25714,25744,2022-10-18 02:56:28,2022-10-18 02:57:28,60,Alert,4.373224052088045
Axis #4,6785,6827,2022-10-17 16:19:27,2022-10-17 16:20:49,82,Alert,4.410084250531403
Axis #4,20278,20322,2022-10-17 23:53:46,2022-10-17 23:55:14,88,Alert,3.9490508272622122
Axis #4,5602,5622,2022-10-17 15:39:57,2022-10-17 15:40:39,42,Alert,4.691746805121404
Axis #4,16124,16161,2022-10-17 21:34:10,2022-10-17 21:35:24,74,Alert,4.1834351152082165
Axis #4,22384,22422,2022-10-18 01:04:23,2022-10-18 01:05:42,79,Error,8.733257672920207
Axis #4,17066,17083,2022-10-17 22:05:38,2022-10-17 22:06:14,36,Alert,4.641089993531702
Axis #4,13526,13560,2022-10-17 20:06:11,2022-10-17 20:07:19,68,Alert,4.300214381736688
Axis #4,9199,9243,2022-10-17 17:40:32,2022-10-17 17:42:03,91,Alert,3.403518418829666
Axis #4,24585,24604,2022-10-18 02:18:29,2022-10-18 02:19:08,39,Alert,3.341102478562321
Axis #4,36317,36342,2022-10-18 08:52:10,2022-10-18 08:52:57,47,Error,8.152262469723137
Axis #4,28504,28541,2022-10-18 04:30:04,2022-10-18 04:31:18,74,Alert,3.3436349336016353
Axis #4,38827,38856,2022-10-18 10:16:35,2022-10-18 10:17:34,59,Error,8.515616097074536
Axis #4,29425,29449,2022-10-18 05:00:55,2022-10-18 05:01:44,49,Error,8.90325269057955
Axis #4,1003,1022,2022-10-17 12:58:46,2022-10-17 12:59:22,36,Alert,4.304588624461463
Axis #4,3569,3610,2022-10-17 14:30:29,2022-10-17 14:31:51,82,Error,7.921638267141608
Axis #4,5737,5753,2022-10-17 15:44:27,2022-10-17 15:45:00,33,Error,7.969004170677249
Axis #4,26831,26861,2022-10-18 03:33:59,2022-10-18 03:35:00,61,Alert,3.9523621823503725
Axis #4,30462,30497,2022-10-18 05:35:33,2022-10-18 05:36:43,70,Error,6.35596604791165
Axis #4,22124,22148,2022-10-18 00:55:38,2022-10-18 00:56:28,50,Alert,4.31236187813424
Axis #4,14002,14030,2022-10-17 20:22:44,2022-10-17 20:23:41,57,Alert,3.675140061826327
Axis #4,18850,18887,2022-10-17 23:05:41,2022-10-17 23:06:55,74,Alert,4.503016097591679
Axis #4,29376,29412,2022-10-18 04:59:17,2022-10-18 05:00:31,74,Error,6.689991236720566
Axis #4,10732,10748,2022-10-17 18:32:05,2022-10-17 18:32:39,34,Alert,4.030091354475778
Axis #4,35343,35373,2022-10-18 08:19:25,2022-10-18 08:20:26,61,Alert,4.654876777665134
Axis #4,17362,17389,2022-10-17 22:15:36,2022-10-17 22:16:31,55,Alert,3.5984401156363353
Axis #4,39090,39123,2022-10-18 10:25:26,2022-10-18 10:26:32,66,Error,7.3736706889274375
Axis #4,19349,19363,2022-10-17 23:22:30,2022-10-17 23:22:56,26,Alert,4.37236198152397
Axis #4,27143,27173,2022-10-18 03:44:28,2022-10-18 03:45:29,61,Alert,3.160453202726674
Axis #4,25051,25087,2022-10-18 02:34:11,2022-10-18 02:35:24,73,Alert,3.17005377560605
Axis #4,13253,13277,2022-10-17 19:56:57,2022-10-17 19:57:47,50,Error,8.141721292329988
Axis #4,18997,19027,2022-10-17 23:10:38,2022-10-17 23:11:39,61,Alert,3.4172498840853374
Axis #4,39477,39512,2022-10-18 10:38:26,2022-10-18 10:39:37,71,Alert,3.8094935176587734
Axis #4,23320,23336,2022-10-18 01:35:55,2022-10-18 01:36:26,31,Alert,4.65070494468427
Axis #4,15546,15565,2022-10-17 21:14:42,2022-10-17 21:15:22,40,Alert,3.157786978496425
Axis #4,34891,34930,2022-10-18 08:04:15,2022-10-18 08:05:33,78,Error,6.449160649806003
Axis #4,33111,33139,2022-10-18 07:04:22,2022-10-18 07:05:16,54,Alert,3.4954949378899824
Axis #4,34835,34850,2022-10-18 08:02:21,2022-10-18 08:02:54,33,Error,6.776078327029548
Axis #4,17604,17619,2022-10-17 22:23:43,2022-10-17 22:24:15,32,Alert,4.281632008842091
Axis #4,2960,2992,2022-10-17 14:09:58,2022-10-17 14:11:03,65,Alert,4.418650819834739
Axis #4,2961,2982,2022-10-17 14:10:00,2022-10-17 14:10:44,44,Alert,3.839817092478997
Axis #4,14367,14399,2022-10-17 20:34:59,2022-10-17 20:36:04,65,Alert,4.040671037943465
Axis #4,21682,21710,2022-10-18 00:40:45,2022-10-18 00:41:42,57,Error,7.110074271082088
Axis #4,4067,4085,2022-10-17 14:47:17,2022-10-17 14:47:51,34,Alert,3.862623461281039
Axis #4,9167,9210,2022-10-17 17:39:27,2022-10-17 17:40:57,90,Alert,3.68919850828616
Axis #4,3440,3478,2022-10-17 14:26:09,2022-10-17 14:27:25,76,Alert,3.528511515989687
Axis #4,14905,14924,2022-10-17 20:53:07,2022-10-17 20:53:48,41,Error,6.354239844806091
Axis #4,30579,30603,2022-10-18 05:39:31,2022-10-18 05:40:20,49,Alert,3.351660034257727
Axis #4,24784,24820,2022-10-18 02:25:09,2022-10-18 02:26:22,73,Alert,3.9957813930953545
Axis #4,20918,20960,2022-10-18 00:15:17,2022-10-18 00:16:41,84,Alert,3.426710687472142
Axis #4,12208,12227,2022-10-17 19:21:48,2022-10-17 19:22:27,39,Alert,3.28514413487185
Axis #4,22989,23031,2022-10-18 01:24:44,2022-10-18 01:26:11,87,Error,6.771524028263566
Axis #4,30608,30624,2022-10-18 05:40:29,2022-10-18 05:40:59,30,Alert,3.96803008606656
Axis #4,38585,38623,2022-10-18 10:08:25,2022-10-18 10:09:44,79,Alert,3.9653503738224725
Axis #4,11848,11878,2022-10-17 19:09:39,2022-10-17 19:10:41,62,Alert,4.380531090230544
Axis #4,38244,38286,2022-10-18 09:56:58,2022-10-18 09:58:21,83,Alert,3.1611799959565876
Axis #4,30221,30263,2022-10-18 05:27:30,2022-10-18 05:28:53,83,Alert,4.283315612258543
Axis #4,9565,9608,2022-10-17 17:52:50,2022-10-17 17:54:15,85,Alert,3.361929212246315
Axis #4,31156,31193,2022-10-18 05:58:50,2022-10-18 06:00:04,74,Alert,3.3501223652911487
Axis #4,28680,28712,2022-10-18 04:36:01,2022-10-18 04:37:06,65,Error,6.5325658468310985
Axis #4,1909,1941,2022-10-17 13:34:39,2022-10-17 13:35:42,63,Alert,3.2087842579812267
Axis #4,14768,14784,2022-10-17 20:48:31,2022-10-17 20:49:02,31,Alert,4.072381777574265
Axis #4,24119,24150,2022-10-18 02:02:50,2022-10-18 02:03:52,62,Error,6.710056106403455
Axis #4,16935,16965,2022-10-17 22:01:17,2022-10-17 22:02:18,61,Alert,3.211420235455582
Axis #4,34148,34169,2022-10-18 07:39:15,2022-10-18 07:39:59,44,Alert,3.4387463643555245
Axis #4,33061,33105,2022-10-18 07:02:40,2022-10-18 07:04:07,87,Alert,3.7880603946211147
Axis #4,29662,29694,2022-10-18 05:08:48,2022-10-18 05:09:52,64,Error,7.733520981555478
Axis #4,1546,1561,2022-10-17 13:22:34,2022-10-17 13:23:03,29,Error,6.810811438576749
Axis #4,34360,34404,2022-10-18 07:46:25,2022-10-18 07:47:52,87,Alert,3.1826730556014864
Axis #4,20532,20567,2022-10-18 00:02:19,2022-10-18 00:03:29,70,Alert,4.1548824171511
Axis #4,26486,26516,2022-10-18 03:22:24,2022-10-18 03:23:25,61,Error,8.011442261864527
Axis #4,6683,6719,2022-10-17 16:15:58,2022-10-17 16:17:14,76,Error,7.366668180576681
Axis #4,15602,15623,2022-10-17 21:16:36,2022-10-17 21:17:20,44,Error,9.002980289127528
Axis #4,25924,25947,2022-10-18 03:03:33,2022-10-18 03:04:21,48,Alert,4.562812562971256
Axis #4,21752,21773,2022-10-18 00:43:10,2022-10-18 00:43:50,40,Error,6.595687416036832
Axis #4,33159,33176,2022-10-18 07:05:58,2022-10-18 07:06:34,36,Alert,4.196328452420826
Axis #4,5257,5287,2022-10-17 15:27:49,2022-10-17 15:28:49,60,Alert,3.944991911464621
Axis #4,12878,12909,2022-10-17 19:44:21,2022-10-17 19:45:24,63,Alert,4.397070358084379
Axis #4,15420,15450,2022-10-17 21:10:28,2022-10-17 21:11:28,60,Error,7.943068459671335
Axis #4,18075,18096,2022-10-17 22:39:36,2022-10-17 22:40:20,44,Alert,4.703263307594218
Axis #4,9267,9284,2022-10-17 17:42:52,2022-10-17 17:43:24,32,Alert,4.353611383597328
Axis #4,12626,12663,2022-10-17 19:35:52,2022-10-17 19:37:10,78,Alert,3.840247303407414
Axis #4,34348,34392,2022-10-18 07:45:59,2022-10-18 07:47:30,91,Alert,3.285806421519462
Axis #4,3194,3218,2022-10-17 14:17:50,2022-10-17 14:18:40,50,Alert,3.160081953131454
Axis #4,25111,25127,2022-10-18 02:36:14,2022-10-18 02:36:44,30,Alert,4.1999248931246775
Axis #4,23512,23554,2022-10-18 01:42:23,2022-10-18 01:43:48,85,Alert,4.427468764096454
Axis #4,17026,17053,2022-10-17 22:04:20,2022-10-17 22:05:14,54,Alert,3.553765776666403
Axis #4,27502,27536,2022-10-18 03:56:27,2022-10-18 03:57:35,68,Alert,3.9847017788628696
Axis #4,13018,13054,2022-10-17 19:49:06,2022-10-17 19:50:18,72,Error,7.053727691948046
Axis #4,16418,16453,2022-10-17 21:44:03,2022-10-17 21:45:17,74,Alert,4.288020481514901
Axis #4,11585,11610,2022-10-17 19:00:50,2022-10-17 19:01:41,51,Error,8.266838073790518
Axis #4,21758,21784,2022-10-18 00:43:21,2022-10-18 00:44:14,53,Alert,4.234683774697053
Axis #4,6958,6987,2022-10-17 16:25:12,2022-10-17 16:26:11,59,Alert,3.5769619809954465
Axis #4,29093,29120,2022-10-18 04:49:53,2022-10-18 04:50:48,55,Alert,3.636270303147455
Axis #4,14616,14654,2022-10-17 20:43:23,2022-10-17 20:44:40,77,Alert,3.7687823075751847
Axis #4,4834,4858,2022-10-17 15:13:01,2022-10-17 15:14:25,84,Alert,4.263944703961126
Axis #4,10617,10648,2022-10-17 18:28:15,2022-10-17 18:29:18,63,Alert,3.652374084331894
Axis #4,24395,24412,2022-10-18 02:12:04,2022-10-18 02:12:40,36,Error,7.568271141672408
Axis #4,20772,20787,2022-10-18 00:10:22,2022-10-18 00:10:54,32,Error,8.465375332441454
Axis #4,18066,18108,2022-10-17 22:39:19,2022-10-17 22:40:42,83,Alert,3.9186146258491816
Axis #4,18917,18941,2022-10-17 23:07:55,2022-10-17 23:08:44,49,Alert,3.436773545125085
Axis #4,13200,13227,2022-10-17 19:55:09,2022-10-17 19:56:04,55,Error,6.825489675676692
Axis #4,39015,39034,2022-10-18 10:22:55,2022-10-18 10:23:31,36,Error,7.110586174935555
Axis #4,13074,13112,2022-10-17 19:50:55,2022-10-17 19:52:14,79,Alert,4.577672557270218
Axis #4,35460,35494,2022-10-18 08:23:22,2022-10-18 08:24:31,69,Alert,4.108631397016361
Axis #4,30923,30951,2022-10-18 05:50:58,2022-10-18 05:51:54,56,Alert,3.2944529347902956
Axis #4,10202,10224,2022-10-17 18:14:16,2022-10-17 18:14:58,42,Alert,4.107759584914146
Axis #4,5903,5935,2022-10-17 15:49:58,2022-10-17 15:51:03,65,Alert,3.5469126017997614
Axis #4,32889,32932,2022-10-18 06:56:55,2022-10-18 06:58:20,85,Alert,3.75523329335666
Axis #4,36524,36564,2022-10-18 08:59:03,2022-10-18 09:00:23,80,Alert,4.602951821150489
Axis #4,28630,28646,2022-10-18 04:34:18,2022-10-18 04:34:53,35,Error,6.455213100894808
Axis #4,18183,18219,2022-10-17 22:43:13,2022-10-17 22:44:25,72,Alert,4.394192906744307
Axis #4,16079,16103,2022-10-17 21:32:41,2022-10-17 21:33:31,50,Alert,4.502281805062112
Axis #4,1327,1363,2022-10-17 13:15:11,2022-10-17 13:16:24,73,Error,8.269527504125008
Axis #4,4038,4080,2022-10-17 14:46:17,2022-10-17 14:47:42,85,Alert,3.2755591328564595
Axis #4,16080,16105,2022-10-17 21:32:43,2022-10-17 21:33:34,51,Alert,3.6434379513833655
Axis #4,4564,4596,2022-10-17 15:03:58,2022-10-17 15:05:02,64,Error,9.002908241795053
Axis #4,9669,9683,2022-10-17 17:56:19,2022-10-17 17:56:45,26,Error,7.343220659057724
Axis #4,7249,7279,2022-10-17 16:34:54,2022-10-17 16:35:54,60,Alert,3.1759481347275575
Axis #4,26437,26467,2022-10-18 03:20:47,2022-10-18 03:21:48,61,Alert,4.232639442061877
Axis #4,1470,1510,2022-10-17 13:20:02,2022-10-17 13:21:22,80,Error,8.599522036190178
Axis #4,11116,11139,2022-10-17 18:45:01,2022-10-17 18:45:48,47,Alert,4.351362783060564
Axis #4,15900,15940,2022-10-17 21:26:39,2022-10-17 21:28:02,83,Alert,3.364064802879104
Axis #4,9040,9062,2022-10-17 17:35:13,2022-10-17 17:35:57,44,Alert,3.3499357071632074
Axis #4,37651,37682,2022-10-18 09:36:59,2022-10-18 09:38:01,62,Error,8.730859336691339
Axis #4,15598,15627,2022-10-17 21:16:29,2022-10-17 21:17:28,59,Alert,4.609714856508588
Axis #4,5384,5414,2022-10-17 15:32:05,2022-10-17 15:33:05,60,Alert,3.3774145722022624
Axis #4,30058,30093,2022-10-18 05:22:03,2022-10-18 05:23:12,69,Alert,3.2565929429633163
Axis #4,28584,28606,2022-10-18 04:32:47,2022-10-18 04:33:33,46,Alert,4.137819371495375
Axis #4,32576,32620,2022-10-18 06:46:25,2022-10-18 06:47:52,87,Alert,4.5248164245563585
Axis #4,11905,11921,2022-10-17 19:11:36,2022-10-17 19:12:06,30,Alert,3.6481669279893647
Axis #4,28401,28438,2022-10-18 04:26:37,2022-10-18 04:27:51,74,Error,9.212254312243136
Axis #4,13574,13594,2022-10-17 20:07:46,2022-10-17 20:08:28,42,Alert,4.651092446352889
Axis #4,21614,21644,2022-10-18 00:38:28,2022-10-18 00:39:28,60,Alert,4.474191504879686
Axis #4,28402,28424,2022-10-18 04:26:39,2022-10-18 04:27:25,46,Alert,4.00235858598153
Axis #4,3862,3906,2022-10-17 14:40:19,2022-10-17 14:41:51,92,Error,7.292613793292122
Axis #4,33741,33775,2022-10-18 07:25:31,2022-10-18 07:26:39,68,Alert,4.446315146215968
Axis #4,28713,28752,2022-10-18 04:37:07,2022-10-18 04:38:25,78,Alert,4.451910069923999
Axis #4,10267,10285,2022-10-17 18:16:28,2022-10-17 18:17:02,34,Alert,3.226547479481226
Axis #4,27709,27753,2022-10-18 04:03:26,2022-10-18 04:04:53,87,Alert,4.171137642363316
Axis #4,24558,24588,2022-10-18 02:17:33,2022-10-18 02:18:34,61,Alert,3.7967649701841437
Axis #4,9251,9288,2022-10-17 17:42:18,2022-10-17 17:43:32,74,Alert,4.383426421370299
Axis #4,34537,34581,2022-10-18 07:52:21,2022-10-18 07:53:48,87,Alert,3.6651482465150083
Axis #4,5629,5657,2022-10-17 15:40:52,2022-10-17 15:41:48,56,Alert,4.317950986379061
Axis #4,14294,14313,2022-10-17 20:32:33,2022-10-17 20:33:12,39,Alert,3.433035865920615
Axis #4,25837,25856,2022-10-18 03:00:37,2022-10-18 03:01:17,40,Alert,4.23454185247221
Axis #4,24968,24997,2022-10-18 02:31:22,2022-10-18 02:32:21,59,Error,8.615662967843987
Axis #4,39106,39134,2022-10-18 10:25:59,2022-10-18 10:26:57,58,Alert,4.210621666110739
Axis #4,4764,4780,2022-10-17 15:10:40,2022-10-17 15:11:15,35,Error,9.403846954387667
Axis #4,38351,38395,2022-10-18 10:00:32,2022-10-18 10:02:00,88,Error,8.113271432686732
Axis #4,31336,31367,2022-10-18 06:04:52,2022-10-18 06:05:54,62,Alert,4.028336251717823
Axis #4,18060,18086,2022-10-17 22:39:08,2022-10-17 22:39:57,49,Alert,4.56067934931237
Axis #4,29805,29848,2022-10-18 05:13:37,2022-10-18 05:15:02,85,Alert,3.444749467608266
Axis #4,21613,21648,2022-10-18 00:38:26,2022-10-18 00:39:36,70,Alert,4.188426643566679
Axis #4,10148,10177,2022-10-17 18:12:27,2022-10-17 18:13:25,58,Alert,4.109910989905203
Axis #4,31150,31171,2022-10-18 05:58:39,2022-10-18 05:59:19,40,Alert,3.536919795869009
Axis #4,35115,35142,2022-10-18 08:11:47,2022-10-18 08:12:42,55,Alert,4.187763046836634
Axis #4,3649,3684,2022-10-17 14:33:09,2022-10-17 14:34:23,74,Alert,3.3363275662599023
Axis #4,35667,35702,2022-10-18 08:30:19,2022-10-18 08:31:29,70,Error,7.933086288316358
Axis #4,20545,20569,2022-10-18 00:02:44,2022-10-18 00:03:33,49,Error,7.661195111554056
Axis #4,14349,14382,2022-10-17 20:34:25,2022-10-17 20:35:31,66,Alert,3.539131336859543
Axis #4,31160,31201,2022-10-18 05:58:58,2022-10-18 06:00:19,81,Alert,4.549025153248644
Axis #4,18681,18702,2022-10-17 23:00:01,2022-10-17 23:00:45,44,Alert,3.43823818573406
Axis #4,33271,33299,2022-10-18 07:09:45,2022-10-18 07:10:39,54,Error,7.401197157767002
Axis #4,19809,19824,2022-10-17 23:37:58,2022-10-17 23:38:31,33,Alert,3.895460999567027
Axis #4,37044,37059,2022-10-18 09:16:33,2022-10-18 09:17:05,32,Error,9.364383520186927
Axis #4,32791,32817,2022-10-18 06:53:39,2022-10-18 06:54:28,49,Alert,3.6339645905568885
Axis #4,27208,27239,2022-10-18 03:46:38,2022-10-18 03:47:40,62,Error,7.22675961883737
Axis #4,18310,18344,2022-10-17 22:47:30,2022-10-17 22:48:39,69,Alert,4.520544690277371
Axis #4,17087,17103,2022-10-17 22:06:22,2022-10-17 22:06:56,34,Error,9.226689033678568
Axis #4,727,767,2022-10-17 12:49:28,2022-10-17 12:50:48,80,Alert,3.4927646129999594
Axis #4,20081,20101,2022-10-17 23:47:09,2022-10-17 23:47:48,39,Alert,4.4658513071419765
Axis #4,14457,14495,2022-10-17 20:38:02,2022-10-17 20:39:18,76,Error,9.373155703382794
Axis #4,28267,28285,2022-10-18 04:22:08,2022-10-18 04:22:42,34,Alert,4.721609193993403
Axis #4,6082,6106,2022-10-17 15:55:57,2022-10-17 15:56:46,49,Alert,3.6771036559412726
Axis #4,6182,6201,2022-10-17 15:59:17,2022-10-17 15:59:57,40,Alert,3.5594017782481324
Axis #4,9545,9560,2022-10-17 17:52:07,2022-10-17 17:52:40,33,Alert,3.2643773249446197
Axis #4,26601,26630,2022-10-18 03:26:17,2022-10-18 03:27:15,58,Error,8.105273314866064
Axis #4,35298,35342,2022-10-18 08:17:56,2022-10-18 08:19:24,88,Alert,3.3384641405664923
Axis #4,11141,11184,2022-10-17 18:45:52,2022-10-17 18:47:18,86,Alert,3.3711434003554417
Axis #4,30119,30144,2022-10-18 05:24:01,2022-10-18 05:24:52,51,Alert,3.6893138912252503
Axis #4,5694,5709,2022-10-17 15:43:02,2022-10-17 15:43:30,28,Alert,3.43499785224482
Axis #4,30905,30934,2022-10-18 05:50:24,2022-10-18 05:51:22,58,Alert,4.462652251959613
Axis #4,33687,33722,2022-10-18 07:23:44,2022-10-18 07:24:55,71,Alert,3.9062667077613176
Axis #4,32359,32378,2022-10-18 06:39:06,2022-10-18 06:39:46,40,Alert,4.491216999145139
Axis #4,32115,32152,2022-10-18 06:30:52,2022-10-18 06:32:09,77,Alert,3.949371485312204
Axis #4,1548,1571,2022-10-17 13:22:38,2022-10-17 13:23:25,47,Error,7.583159189673326
Axis #4,16096,16125,2022-10-17 21:33:14,2022-10-17 21:34:12,58,Alert,4.690176330525373
Axis #4,12064,12096,2022-10-17 19:16:58,2022-10-17 19:18:03,65,Error,6.610245474702662
Axis #4,7105,7140,2022-10-17 16:30:08,2022-10-17 16:31:17,69,Alert,3.3039109965543854
Axis #4,17693,17723,2022-10-17 22:26:44,2022-10-17 22:27:44,60,Alert,3.3788288081544473
Axis #4,11290,11323,2022-10-17 18:50:55,2022-10-17 18:52:01,66,Error,9.255321009490332
Axis #4,16128,16171,2022-10-17 21:34:18,2022-10-17 21:35:48,90,Alert,3.78075744464908
Axis #4,2219,2255,2022-10-17 13:45:03,2022-10-17 13:46:16,73,Alert,3.7618331955983715
Axis #4,17181,17197,2022-10-17 22:09:31,2022-10-17 22:10:06,35,Alert,4.094512543547423
Axis #4,5835,5872,2022-10-17 15:47:42,2022-10-17 15:48:55,73,Alert,3.5363044414448503
Axis #4,29501,29541,2022-10-18 05:03:26,2022-10-18 05:04:49,83,Error,8.084856146882261
Axis #4,21321,21341,2022-10-18 00:28:44,2022-10-18 00:29:25,41,Alert,4.269172052606711
Axis #4,27675,27711,2022-10-18 04:02:13,2022-10-18 04:03:30,77,Alert,3.426734351499223
Axis #4,13733,13775,2022-10-17 20:13:07,2022-10-17 20:14:31,84,Error,7.86046046326673
Axis #4,34492,34531,2022-10-18 07:50:52,2022-10-18 07:52:09,77,Alert,4.435965501951915
Axis #4,9515,9556,2022-10-17 17:51:07,2022-10-17 17:52:32,85,Alert,4.120165638950434
Axis #4,17308,17323,2022-10-17 22:13:47,2022-10-17 22:14:20,33,Alert,4.479144611732589
Axis #4,14933,14947,2022-10-17 20:54:05,2022-10-17 20:54:31,26,Alert,4.030559623881194
Axis #4,35266,35288,2022-10-18 08:16:51,2022-10-18 08:17:37,46,Error,8.079917772061513
Axis #4,557,587,2022-10-17 12:43:46,2022-10-17 12:44:46,60,Alert,3.3221254297369107
Axis #4,20880,20912,2022-10-18 00:14:02,2022-10-18 00:15:06,64,Error,7.876242256773678
Axis #4,15208,15238,2022-10-17 21:03:22,2022-10-17 21:04:23,61,Error,7.339206640645051
Axis #4,24418,24452,2022-10-18 02:12:52,2022-10-18 02:14:00,68,Error,9.02258809310201
Axis #4,13127,13154,2022-10-17 19:52:43,2022-10-17 19:53:38,55,Alert,3.99825164484967
Axis #4,24173,24196,2022-10-18 02:04:36,2022-10-18 02:05:24,48,Alert,3.2663895475893336
Axis #4,25841,25870,2022-10-18 03:00:45,2022-10-18 03:01:44,59,Alert,4.240878046804698
Axis #4,16190,16212,2022-10-17 21:36:24,2022-10-17 21:37:10,46,Alert,3.8711797984008633
Axis #4,35266,35295,2022-10-18 08:16:51,2022-10-18 08:17:50,59,Alert,3.5265533202475923
Axis #4,35213,35247,2022-10-18 08:15:04,2022-10-18 08:16:12,68,Error,7.070131776245666
Axis #4,39547,39576,2022-10-18 10:40:47,2022-10-18 10:41:45,58,Alert,4.2243789727337955
Axis #4,14279,14305,2022-10-17 20:32:04,2022-10-17 20:32:53,49,Alert,4.415423047581957
Axis #4,35548,35578,2022-10-18 08:26:21,2022-10-18 08:27:22,61,Alert,4.085332047701885
Axis #4,31095,31118,2022-10-18 05:56:47,2022-10-18 05:57:35,48,Alert,4.161798283933488
Axis #4,2057,2089,2022-10-17 13:39:37,2022-10-17 13:40:42,65,Alert,3.557813760876775
Axis #4,38480,38514,2022-10-18 10:04:53,2022-10-18 10:06:02,69,Alert,4.0917855070058184
Axis #4,24930,24948,2022-10-18 02:30:07,2022-10-18 02:30:41,34,Alert,4.494558416905674
Axis #4,26715,26750,2022-10-18 03:30:08,2022-10-18 03:31:18,70,Error,6.518762135885085
Axis #4,36852,36896,2022-10-18 09:10:05,2022-10-18 09:11:36,91,Alert,3.275629631287049
Axis #4,37710,37728,2022-10-18 09:38:58,2022-10-18 09:39:37,39,Alert,3.900144425838467
Axis #4,9400,9416,2022-10-17 17:47:18,2022-10-17 17:47:48,30,Error,6.340413276480117
Axis #4,11818,11842,2022-10-17 19:08:39,2022-10-17 19:09:28,49,Alert,4.602745869501681
Axis #4,31493,31510,2022-10-18 06:10:08,2022-10-18 06:10:44,36,Error,7.188131377513609
Axis #4,37213,37251,2022-10-18 09:22:17,2022-10-18 09:23:33,76,Alert,3.8014789433026572
Axis #4,27561,27581,2022-10-18 03:58:26,2022-10-18 03:59:08,42,Alert,4.248138952762789
Axis #4,38488,38528,2022-10-18 10:05:08,2022-10-18 10:06:32,84,Alert,4.540675460931252
Axis #4,15890,15933,2022-10-17 21:26:20,2022-10-17 21:27:45,85,Error,7.282876271578744
Axis #4,5306,5347,2022-10-17 15:29:29,2022-10-17 15:30:50,81,Alert,3.776370122130956
Axis #4,16640,16678,2022-10-17 21:51:25,2022-10-17 21:52:41,76,Error,7.278785901468174
Axis #4,4577,4594,2022-10-17 15:04:22,2022-10-17 15:04:58,36,Error,8.052259718651559
Axis #4,32439,32464,2022-10-18 06:41:50,2022-10-18 06:42:37,47,Alert,3.452617598400388
Axis #4,16013,16029,2022-10-17 21:30:28,2022-10-17 21:30:59,31,Alert,3.9249431216356347
Axis #4,32035,32054,2022-10-18 06:28:15,2022-10-18 06:28:55,40,Alert,3.3232295222042465
Axis #4,12043,12064,2022-10-17 19:16:14,2022-10-17 19:16:58,44,Alert,3.580749729457527
Axis #4,16698,16738,2022-10-17 21:53:23,2022-10-17 21:54:42,79,Alert,3.642724879909248
Axis #4,16095,16136,2022-10-17 21:33:12,2022-10-17 21:34:37,85,Alert,3.4748874099946865
Axis #4,4871,4908,2022-10-17 15:14:50,2022-10-17 15:16:04,74,Alert,3.635785647712346
Axis #4,3830,3851,2022-10-17 14:39:15,2022-10-17 14:39:59,44,Alert,3.871681168990465
Axis #4,7250,7291,2022-10-17 16:34:56,2022-10-17 16:36:17,81,Alert,4.245653996907239
Axis #4,37036,37052,2022-10-18 09:16:18,2022-10-18 09:16:48,30,Alert,3.7672892131975337
Axis #4,12276,12303,2022-10-17 19:24:08,2022-10-17 19:25:00,52,Alert,4.136948155370931
Axis #4,22816,22847,2022-10-18 01:18:56,2022-10-18 01:20:00,64,Alert,4.282754463714931
Axis #4,18090,18106,2022-10-17 22:40:05,2022-10-17 22:40:39,34,Alert,3.391238941047169
Axis #4,26286,26311,2022-10-18 03:15:42,2022-10-18 03:16:33,51,Error,8.36699533434174
Axis #4,11976,12014,2022-10-17 19:13:59,2022-10-17 19:15:15,76,Error,9.13080664480407
Axis #4,16580,16614,2022-10-17 21:49:25,2022-10-17 21:50:33,68,Alert,3.9031235452710096
